employer_name,count,sum_of_total_workers,e_name,certified_number
"CREATIVE LICENSE INTERNATIONAL, LLC",2,2,"CREATIVE LICENSE INTERNATIONAL, LLC",2
"MID-ATLANTIC PERMANENTE MEDICAL GROUP, PC",2,2,"MID-ATLANTIC PERMANENTE MEDICAL GROUP, PC",2
BELTWAY CONSULTING LLC.,3,3,BELTWAY CONSULTING LLC.,2
MICROTEK SYSTEMS INC,2,2,MICROTEK SYSTEMS INC,2
"BELTWAY INDUSTRIES, LLC",2,2,"BELTWAY INDUSTRIES, LLC",2
"THE CHILDREN'S GUILD, INC.",2,2,"THE CHILDREN'S GUILD, INC.",2
CREATIVE MINDS ACADEMY LLC,2,2,CREATIVE MINDS ACADEMY LLC,2
"SURYA CARPET, INC.",2,2,"SURYA CARPET, INC.",2
LEAPFROG BUILDERS LLC,2,2,LEAPFROG BUILDERS LLC,2
"TKE ENGINEERING & DESIGN, INC.",2,2,"TKE ENGINEERING & DESIGN, INC.",2
"CREATIVE PLANNING, INC.",2,2,"CREATIVE PLANNING, INC.",2
SURREY HOTEL ASSOCIATES LLC,2,2,SURREY HOTEL ASSOCIATES LLC,2
BELZBERG ARCHITECTS APC,2,2,BELZBERG ARCHITECTS APC,2
"THE COLEMAN COMPANY, INC.",2,2,"THE COLEMAN COMPANY, INC.",2
"BELZONA GLOBAL, LLC",2,2,"BELZONA GLOBAL, LLC",2
"SUREIFY LABS, INC",2,2,"SUREIFY LABS, INC",2
"LEAPFROG SYSTEMS, INC.",2,2,"LEAPFROG SYSTEMS, INC.",2
"THE COMPUTER MERCHANT, LTD.",3,3,"THE COMPUTER MERCHANT, LTD.",2
"CREDIBLE LABS, INC.",2,4,"CREDIBLE LABS, INC.",2
"SUR LA TABLE, INC.",2,2,"SUR LA TABLE, INC.",2
CREDIGY SOLUTIONS,2,2,CREDIGY SOLUTIONS,2
VERIZON CORPORATE SERVICES GROUP INC.,2,2,VERIZON CORPORATE SERVICES GROUP INC.,2
"INSIDESALES.COM, INC",2,2,"INSIDESALES.COM, INC",2
"THE CANTON GROUP, LLC",3,3,"THE CANTON GROUP, LLC",2
CREDIT AGRICOLE AMERICA SERVICES INC.,3,3,CREDIT AGRICOLE AMERICA SERVICES INC.,2
"SUPERFICI AMERICA, INC.",2,2,"SUPERFICI AMERICA, INC.",2
CREDIT AGRICOLE SECURITIES (USA) INC.,5,5,CREDIT AGRICOLE SECURITIES (USA) INC.,2
MICHELL & TITUS LLP,2,2,MICHELL & TITUS LLP,2
CREDIT SERVICES CORPORATION LLC,2,2,CREDIT SERVICES CORPORATION LLC,2
"SUPER LINK PLASTIC, INC.",2,2,"SUPER LINK PLASTIC, INC.",2
CREDIT ONE BANK,2,2,CREDIT ONE BANK,2
SUPER H MART INC.,2,2,SUPER H MART INC.,2
CREDIT SPECTRUM CORP.,2,2,CREDIT SPECTRUM CORP.,2
SUNY-ADIRONDACK,2,2,SUNY-ADIRONDACK,2
INSIDEMAPS INC.,3,3,INSIDEMAPS INC.,2
VERMONT LAW SCHOOL,2,2,VERMONT LAW SCHOOL,2
CREDORAX (USA) INC.,3,3,CREDORAX (USA) INC.,2
"VERNAY LABORATORIES, INC.",2,2,"VERNAY LABORATORIES, INC.",2
"LEARNING TREE INTERNATIONAL USA, INC.",2,2,"LEARNING TREE INTERNATIONAL USA, INC.",2
"MEYER DAVIS STUDIO, INC.",2,2,"MEYER DAVIS STUDIO, INC.",2
HUDSON'S FURNITURE SHOWROOM INC,2,2,HUDSON'S FURNITURE SHOWROOM INC,2
"VERSA ENGINEERING & TECHNOLOGY, INC.",2,2,"VERSA ENGINEERING & TECHNOLOGY, INC.",2
FIRST IN SERVICE TRAVEL LTD,2,2,FIRST IN SERVICE TRAVEL LTD,2
THE DILISI GROUP INC.,2,2,THE DILISI GROUP INC.,2
HENGLONG USA CORPORATION,2,2,HENGLONG USA CORPORATION,2
SUNSTATE COMPANIES LLC,2,2,SUNSTATE COMPANIES LLC,2
CRESCENT BANK AND TRUST,2,2,CRESCENT BANK AND TRUST,2
"THE FINISH LINE USA, INC.",2,2,"THE FINISH LINE USA, INC.",2
LEARNVEST INC.,2,2,LEARNVEST INC.,2
VENTURE LIGHTING INTERNATIONAL,2,2,VENTURE LIGHTING INTERNATIONAL,2
"GENERAL ELECTRIC INTERNATIONAL, INC.",2,2,"GENERAL ELECTRIC INTERNATIONAL, INC.",2
METROMONT CORPORATION,2,2,METROMONT CORPORATION,2
ADWA HOME CARE INC.,2,2,ADWA HOME CARE INC.,2
SUNSET SLEEP DIAGNOSTICS,2,2,SUNSET SLEEP DIAGNOSTICS,2
"AMERICN, INC.",2,2,"AMERICN, INC.",2
"SUNRISE PHARMACEUTICAL, INC.",2,2,"SUNRISE PHARMACEUTICAL, INC.",2
"CRESCO SOLUTIONS, LLC",3,3,"CRESCO SOLUTIONS, LLC",2
"THE GLOBAL ACCOUNTING SOLUTIONS, INC.",2,2,"THE GLOBAL ACCOUNTING SOLUTIONS, INC.",2
"CRESIDO ANALYTICS, LLC",2,2,"CRESIDO ANALYTICS, LLC",2
SUNRIDER INTERNATIONAL,2,2,SUNRIDER INTERNATIONAL,2
INSIGHT ENGINEERING COMPANY,2,2,INSIGHT ENGINEERING COMPANY,2
THE HAND MEDIA INC.,2,2,THE HAND MEDIA INC.,2
ACC3 INTERNATIONAL INC,2,2,ACC3 INTERNATIONAL INC,2
SLT FOODS INC.,2,2,SLT FOODS INC.,2
BENEDICTINE COLLEGE,2,2,BENEDICTINE COLLEGE,2
"TJ'S TRUCKING AND EXCAVATING, INC.",4,4,"TJ'S TRUCKING AND EXCAVATING, INC.",2
BENEFIT COSMETICS LLC,2,2,BENEFIT COSMETICS LLC,2
"TISHA ENTERPRISE, INC.",2,2,"TISHA ENTERPRISE, INC.",2
"BENEFIT COSMETICS, LLC",2,2,"BENEFIT COSMETICS, LLC",2
"MSLGROUP AMERICAS, INC.",2,2,"MSLGROUP AMERICAS, INC.",2
"LECTRA USA, INC.",2,2,"LECTRA USA, INC.",2
THE HERITAGE FOUNDATION,2,2,THE HERITAGE FOUNDATION,2
"HUDSON VALLEY SYSTEMS SOLUTIONS, INC.",2,2,"HUDSON VALLEY SYSTEMS SOLUTIONS, INC.",2
VESPER TECHNOLOGIES INC.,2,2,VESPER TECHNOLOGIES INC.,2
"BENEFIT EXPRESS SERVICES, LLC",2,2,"BENEFIT EXPRESS SERVICES, LLC",2
TENMARKS EDUCATION LLC,3,3,TENMARKS EDUCATION LLC,2
LED CITY LLC,2,2,LED CITY LLC,2
SUNMODO CORPORATION,2,2,SUNMODO CORPORATION,2
CRGT INC,2,2,CRGT INC,2
SUNGEN PHARMA LLC,2,2,SUNGEN PHARMA LLC,2
"AMERICON CONSTRUCTION, INC.",2,2,"AMERICON CONSTRUCTION, INC.",2
THE INNOVATION INSTITUTE,2,2,THE INNOVATION INSTITUTE,2
"INSIGHT EXAMINATION SERVICES, INC.",2,5,"INSIGHT EXAMINATION SERVICES, INC.",2
SUNCOKE TECHNOLOGY AND DEVELOPMENT LLC,3,3,SUNCOKE TECHNOLOGY AND DEVELOPMENT LLC,2
CRICKET WIRELESS LLC,3,3,CRICKET WIRELESS LLC,2
SUN PRODUCTS CORPORATION,4,4,SUN PRODUCTS CORPORATION,2
"LEDI2, INC.",2,2,"LEDI2, INC.",2
"SUN LABS USA, INC.",3,3,"SUN LABS USA, INC.",2
BENEFUEL INC.,2,2,BENEFUEL INC.,2
RAPID7 LLC,2,2,RAPID7 LLC,2
"CHAMPION TECHNOLOGY SERVICES, INC.",2,2,"CHAMPION TECHNOLOGY SERVICES, INC.",2
"SUN ENTERPRISE SOLUTIONS, LLC",2,2,"SUN ENTERPRISE SOLUTIONS, LLC",2
LEDWISE TECHNOLOGY INC.,3,3,LEDWISE TECHNOLOGY INC.,2
"MERIDIAN ADVISORY GROUP, LLC",2,2,"MERIDIAN ADVISORY GROUP, LLC",2
"AMERIGAS PROPANE, INC.",2,2,"AMERIGAS PROPANE, INC.",2
"VFT, INC.",2,2,"VFT, INC.",2
"ACCEDO BROADBAND NORTH AMERICA, INC.",3,3,"ACCEDO BROADBAND NORTH AMERICA, INC.",2
"VGA INTERNATIONAL, LLC",2,2,"VGA INTERNATIONAL, LLC",2
AMERIGROUP CORPORATION,3,3,AMERIGROUP CORPORATION,2
SUN COAST MERCHANDISE CORPORATION,2,2,SUN COAST MERCHANDISE CORPORATION,2
"CRITICAL MENTION, INC.",2,2,"CRITICAL MENTION, INC.",2
OCTO TELEMATICS NORTH AMERICA LLC,2,2,OCTO TELEMATICS NORTH AMERICA LLC,2
"CRITICAL RESOURCE TECHNOLOGY, INC.",2,2,"CRITICAL RESOURCE TECHNOLOGY, INC.",2
"SUMTER MEDICAL SPECIALISTS, P.A.",2,2,"SUMTER MEDICAL SPECIALISTS, P.A.",2
GRAND SK CORP,2,2,GRAND SK CORP,2
"VIA ALLIANCE TECHNOLOGY, INC.",2,2,"VIA ALLIANCE TECHNOLOGY, INC.",2
A&A PROFESSIONAL SERVICES CORPORATION,2,2,A&A PROFESSIONAL SERVICES CORPORATION,2
VIA INVESTMENT LLC,5,5,VIA INVESTMENT LLC,2
BENNETT THRASHER LLC,2,2,BENNETT THRASHER LLC,2
"ONE KINGS LANE, INC.",7,7,"ONE KINGS LANE, INC.",2
LEE AND WU CPA LLC,2,2,LEE AND WU CPA LLC,2
"STANDARD HOMEOPATHIC COMPANY, INC.",2,2,"STANDARD HOMEOPATHIC COMPANY, INC.",2
CRM UNITED LLC,2,2,CRM UNITED LLC,2
"STANDARD HIGH LINE EMPLOYER, LLC",2,2,"STANDARD HIGH LINE EMPLOYER, LLC",2
"CRMANTRA, INC.",2,2,"CRMANTRA, INC.",2
THE OFFICE OF JAMES BURNETT,2,2,THE OFFICE OF JAMES BURNETT,2
INSIGHT PRODUCT DEVELOPMENT LLC,2,2,INSIGHT PRODUCT DEVELOPMENT LLC,2
THE OPEN MIND TRAINING INSTITUTE,2,2,THE OPEN MIND TRAINING INSTITUTE,2
"LEE FISHER INTERNATIONAL, INC.",2,2,"LEE FISHER INTERNATIONAL, INC.",2
SUMMIT INFOWAY INC,3,3,SUMMIT INFOWAY INC,2
HENICK-LANE INC.,2,2,HENICK-LANE INC.,2
VIATAL CORP,2,2,VIATAL CORP,2
ACCEL BI CORPORATION,2,6,ACCEL BI CORPORATION,2
"SUMMIT ACADEMY, INC.",3,3,"SUMMIT ACADEMY, INC.",2
CRONUS CHEMICALS LLC,2,2,CRONUS CHEMICALS LLC,2
SUMMIT ACADEMY HIGH SCHOOL,3,3,SUMMIT ACADEMY HIGH SCHOOL,2
AECOM TECHNOLOGY CORPORATION,6,6,AECOM TECHNOLOGY CORPORATION,2
VIBRA HEALTH PLAN INC.,2,2,VIBRA HEALTH PLAN INC.,2
CROSBY INDEPENDENT SCHOOL DISTRICT,6,6,CROSBY INDEPENDENT SCHOOL DISTRICT,2
"MSZ DESIGN, INC.",2,2,"MSZ DESIGN, INC.",2
"CROSS COUNTRY HOME SERVICES, INC.",2,2,"CROSS COUNTRY HOME SERVICES, INC.",2
SUMMA GLOBAL EDUCATION INC.,2,2,SUMMA GLOBAL EDUCATION INC.,2
"HART HOWERTON PARTNERS, LTD",2,2,"HART HOWERTON PARTNERS, LTD",2
"SUM DIGITAL, INC.",2,2,"SUM DIGITAL, INC.",2
CROSSCIRCLES INC.,2,2,CROSSCIRCLES INC.,2
THE SAPLING FOUNDATION,2,2,THE SAPLING FOUNDATION,2
INSPEC GROUP LLC,2,2,INSPEC GROUP LLC,2
"VICK COMPANIES, INC.",2,2,"VICK COMPANIES, INC.",2
CROSSPOINT ENGINEERING CORPORATION,2,2,CROSSPOINT ENGINEERING CORPORATION,2
"MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER, INC.",2,3,"MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER, INC.",2
"CROSSMEDIA, INC.",2,2,"CROSSMEDIA, INC.",2
THE SCINTILLON INSTITUTE,2,2,THE SCINTILLON INSTITUTE,2
"AMERISOFT CONSULTING, LLC",3,3,"AMERISOFT CONSULTING, LLC",2
"STUDYPAD, INC.",2,4,"STUDYPAD, INC.",2
BENTLEY UNIVERSITY,2,2,BENTLEY UNIVERSITY,2
"TENNESSEE IPS MEDICAL SERVICES, P.C.",2,3,"TENNESSEE IPS MEDICAL SERVICES, P.C.",2
"INPHENIX, INC.",2,2,"INPHENIX, INC.",2
STUDIOTEKA DESIGN LLC,2,2,STUDIOTEKA DESIGN LLC,2
H.N.W. INDUSTRY INC.,2,2,H.N.W. INDUSTRY INC.,2
MEDWELL WOMEN'S MEDICAL SERVICES,2,2,MEDWELL WOMEN'S MEDICAL SERVICES,2
"CROWD COMPUTING SYSTEMS, INC.",2,2,"CROWD COMPUTING SYSTEMS, INC.",2
MEDSTAR HEALTH INC.,2,2,MEDSTAR HEALTH INC.,2
"BENU NETWORKS, INC.",2,2,"BENU NETWORKS, INC.",2
"VIDA DIAGNOSTICS, INC.",2,2,"VIDA DIAGNOSTICS, INC.",2
"LEEO, INC.",2,2,"LEEO, INC.",2
MT BROTHERS INC.,2,2,MT BROTHERS INC.,2
"LEERS WEINZAPFEL ASSOCIATES ARCHITECTS, INC.",2,2,"LEERS WEINZAPFEL ASSOCIATES ARCHITECTS, INC.",2
"VIDATRONIC, INC.",3,3,"VIDATRONIC, INC.",2
"HENLEY CONSTRUCTION CO., INC.",3,3,"HENLEY CONSTRUCTION CO., INC.",2
"TIMET, A PCC COMPANY",2,2,"TIMET, A PCC COMPANY",2
"LEESER ARCHITECTURE, PLLC",3,3,"LEESER ARCHITECTURE, PLLC",2
"VIDEK, INC.",2,2,"VIDEK, INC.",2
CROWDFUNZ HOLDING LLC,3,3,CROWDFUNZ HOLDING LLC,2
"THE WORKING WORLD, INC.",2,2,"THE WORKING WORLD, INC.",2
CROWDMIX INC.,2,2,CROWDMIX INC.,2
VIDEOJET TECHNOLOGIES INC.,2,2,VIDEOJET TECHNOLOGIES INC.,2
"AEGIS CARDIOVASCULAR RESEARCH FOUNDATION, INC.",3,3,"AEGIS CARDIOVASCULAR RESEARCH FOUNDATION, INC.",2
VIDEOMINING CORPORATION,2,2,VIDEOMINING CORPORATION,2
BEREA COLLEGE,2,2,BEREA COLLEGE,2
"STRUCTURAL ENGINEERING ASSOCIATES, INC.",2,2,"STRUCTURAL ENGINEERING ASSOCIATES, INC.",2
"INSTAPAGE, INC.",2,2,"INSTAPAGE, INC.",2
MTGK INC.,2,2,MTGK INC.,2
"INSPIRATA, INC.",2,2,"INSPIRATA, INC.",2
ST. MARY'S MEDICAL CENTER,2,2,ST. MARY'S MEDICAL CENTER,2
HENSLEY INDUSTRIES INC,2,2,HENSLEY INDUSTRIES INC,2
"MTM TECHNOLOGIES, INC.",2,2,"MTM TECHNOLOGIES, INC.",2
"ACCELARE, INC",2,2,"ACCELARE, INC",2
"MTS LOGISTICS, INC.",2,2,"MTS LOGISTICS, INC.",2
"CRUISES AND BEYOND, INC.",2,2,"CRUISES AND BEYOND, INC.",2
MEDICITY,2,2,MEDICITY,2
GREEN FIBER COMPANY,2,2,GREEN FIBER COMPANY,2
THERACARE OF NEW YORK,4,4,THERACARE OF NEW YORK,2
CRUMPTON GROUP LLC,2,2,CRUMPTON GROUP LLC,2
THIEME & FENNER IMPORT COMPANY LLC,2,2,THIEME & FENNER IMPORT COMPANY LLC,2
"CRUNCH DATA, INC.",2,2,"CRUNCH DATA, INC.",2
"VIGGLE, INC.",2,2,"VIGGLE, INC.",2
"BERENSON & COMPANY, LLC",2,2,"BERENSON & COMPANY, LLC",2
VIGILANZ CORPORATION,2,2,VIGILANZ CORPORATION,2
"CENTRAL POINT PARTNERS, LLC",2,2,"CENTRAL POINT PARTNERS, LLC",2
TIMES BUILDINGS ENGINEERING SERVICES P.C.,2,3,TIMES BUILDINGS ENGINEERING SERVICES P.C.,2
AMERIWAL INTERNATIONAL INC,3,3,AMERIWAL INTERNATIONAL INC,2
"THINK COMMERCE GROUP, LLC",2,2,"THINK COMMERCE GROUP, LLC",2
BERGEN ARTS AND SCIENCE CHARTER SCHOOL,3,3,BERGEN ARTS AND SCIENCE CHARTER SCHOOL,2
"STRATEGIC PLANNING ONLINE, LLC",3,3,"STRATEGIC PLANNING ONLINE, LLC",2
CRYOWEST,2,2,CRYOWEST,2
THINK VENTURE GROUP LLC,2,2,THINK VENTURE GROUP LLC,2
AMERLAND INC.,2,2,AMERLAND INC.,2
"STRATEGIC IT ALIGNMENT GROUP, LLC",3,3,"STRATEGIC IT ALIGNMENT GROUP, LLC",2
"AMERRIL ENERGY, LLC",2,2,"AMERRIL ENERGY, LLC",2
"STRATEGIC INTERNET MARKETING PARTNERS, INC",2,2,"STRATEGIC INTERNET MARKETING PARTNERS, INC",2
"CRYSTAL DYNAMICS, INC.",2,2,"CRYSTAL DYNAMICS, INC.",2
VIKING GLOBAL INVESTORS LP,2,2,VIKING GLOBAL INVESTORS LP,2
CRYSTAL WINDOW & DOOR SYSTEMS LTD.,2,2,CRYSTAL WINDOW & DOOR SYSTEMS LTD.,2
"STRATEGIC FUNDING SOURCE, INC.",2,2,"STRATEGIC FUNDING SOURCE, INC.",2
"CRYSTAL WINDOW & DOOR SYSTEMS, LTD.",2,2,"CRYSTAL WINDOW & DOOR SYSTEMS, LTD.",2
VILLAGE HERBS AND WELLNESS CENTER INC.,2,2,VILLAGE HERBS AND WELLNESS CENTER INC.,2
CS KOIDA LLC,2,2,CS KOIDA LLC,2
"THOMPSON ENGINEERING, INC",2,2,"THOMPSON ENGINEERING, INC",2
"LEGACY ORGANIZATION, INC.",3,3,"LEGACY ORGANIZATION, INC.",2
"OCULAR IT SOLUTIONS, INC.",2,2,"OCULAR IT SOLUTIONS, INC.",2
"CS SOLUTIONS, INC.",4,4,"CS SOLUTIONS, INC.",2
STRADEGI SOLUTIONS INC,4,4,STRADEGI SOLUTIONS INC,2
BERKLEE COLLEGE OF MUSIC,2,2,BERKLEE COLLEGE OF MUSIC,2
"STORMPATH, INC.",2,2,"STORMPATH, INC.",2
HARVARD COUNSELING CENTER,2,2,HARVARD COUNSELING CENTER,2
"VINCENT CHONG, CPA, INC.",2,2,"VINCENT CHONG, CPA, INC.",2
HENDRY COUNTY HOSPITAL AUTHORITY,2,2,HENDRY COUNTY HOSPITAL AUTHORITY,2
"STONY BROOK DENTAL ASSOCIATES, INC.",2,2,"STONY BROOK DENTAL ASSOCIATES, INC.",2
CSAT SOLUTIONS LP DBA COMPUTER TECHNOLOGY SOLUTIONS,2,2,CSAT SOLUTIONS LP DBA COMPUTER TECHNOLOGY SOLUTIONS,2
"STONEPEAK PARTNERS, LP",2,2,"STONEPEAK PARTNERS, LP",2
"LEGACY21, INC.",2,2,"LEGACY21, INC.",2
"MEADEN & MOORE, LLP",2,2,"MEADEN & MOORE, LLP",2
CSB PHARMACY INC,2,2,CSB PHARMACY INC,2
VINK & BERI LLC,2,2,VINK & BERI LLC,2
"BERKLEY PHARMACY, LLC",2,2,"BERKLEY PHARMACY, LLC",2
"VINMAR INTERNATIONAL, LTD.",2,2,"VINMAR INTERNATIONAL, LTD.",2
LEGAL DISCOVERY LLC,2,3,LEGAL DISCOVERY LLC,2
STONE CONNECTION GRANITE & CABINETRY LLC,2,2,STONE CONNECTION GRANITE & CABINETRY LLC,2
"FPM TECHNOLOGIES, INC.",2,2,"FPM TECHNOLOGIES, INC.",2
VINTAGE FOOD CORP,3,3,VINTAGE FOOD CORP,2
CSC GOVERNMENT SOLUTIONS LLC,3,3,CSC GOVERNMENT SOLUTIONS LLC,2
"STONE & WEBSTER SERVICES, LLC",2,2,"STONE & WEBSTER SERVICES, LLC",2
LEGAL PREP CHARTER ACADEMIES,2,2,LEGAL PREP CHARTER ACADEMIES,2
"MUBEA TAILOR ROLLED BLANKS, LLC",2,2,"MUBEA TAILOR ROLLED BLANKS, LLC",2
"INSTANA, INC.",2,2,"INSTANA, INC.",2
"THRILLIST MEDIA GROUP, INC.",2,2,"THRILLIST MEDIA GROUP, INC.",2
"CSE W-INDUSTRIES, INC",2,2,"CSE W-INDUSTRIES, INC",2
VIPSHOP (US) INC.,2,2,VIPSHOP (US) INC.,2
"FUGRO MARINE GEOSERVICES, INC.",2,2,"FUGRO MARINE GEOSERVICES, INC.",2
TIANJIN BOND USA LLC,2,2,TIANJIN BOND USA LLC,2
"BERKSHIRE GREY, INC.",2,2,"BERKSHIRE GREY, INC.",2
STINGRAY WORLDWIDE LLC,2,2,STINGRAY WORLDWIDE LLC,2
CSI SOLAR INC,2,2,CSI SOLAR INC,2
STEWARDS OF AFFORDABLE HOUSING FOR THE FUTURE,2,2,STEWARDS OF AFFORDABLE HOUSING FOR THE FUTURE,2
INSPIRON INC,2,2,INSPIRON INC,2
"MUBEA, INC.",2,2,"MUBEA, INC.",2
"GAINLINE CAPITAL PARTNERS, LP",2,2,"GAINLINE CAPITAL PARTNERS, LP",2
STEWARD HEALTH CARE SYSTEM LLC,3,3,STEWARD HEALTH CARE SYSTEM LLC,2
LEGEND PICTURES LLC,2,2,LEGEND PICTURES LLC,2
"STEVEN DOUGLAS ASSOCIATES, INC.",2,2,"STEVEN DOUGLAS ASSOCIATES, INC.",2
AMF PHARMA LLC,2,2,AMF PHARMA LLC,2
STEREN ELECTRONICS INTERNATIONAL LLC,2,2,STEREN ELECTRONICS INTERNATIONAL LLC,2
AMF-NANO CORPORATION,2,2,AMF-NANO CORPORATION,2
TEK ANALYTICS,2,2,TEK ANALYTICS,2
CSL PLASMA INC.,2,2,CSL PLASMA INC.,2
STERCK  KULIK O'NEILL ACCOUNTING GROUP INC.,2,2,STERCK  KULIK O'NEILL ACCOUNTING GROUP INC.,2
CSM SOFTWARE USA LLC,2,2,CSM SOFTWARE USA LLC,2
"STEMEDICA CELL TECHNOLOGIES, INC.",2,2,"STEMEDICA CELL TECHNOLOGIES, INC.",2
GAJLAXMI INC,2,2,GAJLAXMI INC,2
MAYER M AND J INC.,2,2,MAYER M AND J INC.,2
"LEGISLATIVE DIVISION OF POST AUDIT, STATE OF KANSAS",2,2,"LEGISLATIVE DIVISION OF POST AUDIT, STATE OF KANSAS",2
STELLIUM INC,2,2,STELLIUM INC,2
INSTAMOTOR INC.,2,2,INSTAMOTOR INC.,2
"TINY GARAGE LABS, INC.",2,2,"TINY GARAGE LABS, INC.",2
LEGISLATIVE SERVICES AGENCY,3,3,LEGISLATIVE SERVICES AGENCY,2
"MAXDECISIONS, INC.",2,2,"MAXDECISIONS, INC.",2
AEM REAL ESTATE INC,2,2,AEM REAL ESTATE INC,2
ZHONG LUN LAW FIRM,2,2,ZHONG LUN LAW FIRM,2
"GRAND ROUNDS, INC.",3,3,"GRAND ROUNDS, INC.",2
VIRRTUO TECHSOFT INC,2,2,VIRRTUO TECHSOFT INC,2
"BERNTSEN INTERNATIONAL, INC.",2,2,"BERNTSEN INTERNATIONAL, INC.",2
"ZINGER SOFTWARE SOLUTIONS, INC.",3,3,"ZINGER SOFTWARE SOLUTIONS, INC.",2
LEGRAND NORTH AMERICA INC.,2,2,LEGRAND NORTH AMERICA INC.,2
"SHREVEPORT CHARTER SCHOOL, INC.",2,2,"SHREVEPORT CHARTER SCHOOL, INC.",2
CSS SOLUTIONS INC.,2,2,CSS SOLUTIONS INC.,2
VIRTUAL HOLD TECHNOLOGY,2,2,VIRTUAL HOLD TECHNOLOGY,2
"LEGRIN, LLC",2,3,"LEGRIN, LLC",2
"VIRTUAL INSTRUMENTS USA, INC.",2,2,"VIRTUAL INSTRUMENTS USA, INC.",2
LEHIGH DIALOGUE CENTER,2,2,LEHIGH DIALOGUE CENTER,2
"RASI LABORATORIES, INC.",2,2,"RASI LABORATORIES, INC.",2
CSS-DYNAMAC,3,3,CSS-DYNAMAC,2
"VIRTUAL POWER SYSTEMS, INC.",2,2,"VIRTUAL POWER SYSTEMS, INC.",2
"CSSI, INC.",2,2,"CSSI, INC.",2
"YOUNG AND BARNES, LLC",2,2,"YOUNG AND BARNES, LLC",2
INSTAMED COMMUNICATIONS LLC,3,3,INSTAMED COMMUNICATIONS LLC,2
STAVIS-COHEN MANAGEMENT CO.,2,2,STAVIS-COHEN MANAGEMENT CO.,2
INSTABASE INC.,2,2,INSTABASE INC.,2
STATE UNIVERSITY OF NEW YORK AT CORTLAND,2,2,STATE UNIVERSITY OF NEW YORK AT CORTLAND,2
GRAND ROUNDS INC.,2,2,GRAND ROUNDS INC.,2
"TOMAX CORPORATION, A WHOLLY OWNED SUBSIDIARY OF DEMANDWARE INC.",2,2,"TOMAX CORPORATION, A WHOLLY OWNED SUBSIDIARY OF DEMANDWARE INC.",2
"CST2000, LLC",2,2,"CST2000, LLC",2
TOOELE COUNTY SCHOOL DISTRICT,2,2,TOOELE COUNTY SCHOOL DISTRICT,2
"CSTOREPRO TECHNOLOGIES, INC.",3,3,"CSTOREPRO TECHNOLOGIES, INC.",2
"MUELLER LAW, PLLC",3,3,"MUELLER LAW, PLLC",2
GAF MATERIALS CORPORATION,2,2,GAF MATERIALS CORPORATION,2
"VIRTUA HEALTH, INC.",2,2,"VIRTUA HEALTH, INC.",2
CSXPERTS LLC,2,2,CSXPERTS LLC,2
TOPRIGHT LLC,2,2,TOPRIGHT LLC,2
"CSX TRANSPORTATION, INC.",2,2,"CSX TRANSPORTATION, INC.",2
VIRTUSOFT INC.,3,3,VIRTUSOFT INC.,2
"AMGREEN SOLAR & ELECTRIC, INC.",4,4,"AMGREEN SOLAR & ELECTRIC, INC.",2
MARY KAY INC.,2,2,MARY KAY INC.,2
"CSZNET, INC.",2,2,"CSZNET, INC.",2
"VISAGE MOBILE, INC.",2,2,"VISAGE MOBILE, INC.",2
"INNOVATIONTEK CONSULTING, INC.",2,2,"INNOVATIONTEK CONSULTING, INC.",2
"WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES, PC",2,2,"WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES, PC",2
GREEN ENERGY CORP,2,2,GREEN ENERGY CORP,2
MARLYN NUTRACEUTICALS INC,2,2,MARLYN NUTRACEUTICALS INC,2
"LEICA GEOSYSTEMS MINING, INC.",2,2,"LEICA GEOSYSTEMS MINING, INC.",2
"TOUCHPEAK SOFTWARE, INC.",2,2,"TOUCHPEAK SOFTWARE, INC.",2
BERTIE COUNTY SCHOOLS,2,3,BERTIE COUNTY SCHOOLS,2
"VERTEX U.S. HOLDINGS, INC.",2,2,"VERTEX U.S. HOLDINGS, INC.",2
LEIDENHEIMER DENTAL GROUP INC.,2,2,LEIDENHEIMER DENTAL GROUP INC.,2
VISION EASE,3,3,VISION EASE,2
"BERTIN ENGINEERING ASSOCIATES, INC.",3,3,"BERTIN ENGINEERING ASSOCIATES, INC.",2
VINSAN TECHNOLOGY SOLUTIONS INC,5,14,VINSAN TECHNOLOGY SOLUTIONS INC,2
"AEMASS, INC.",2,2,"AEMASS, INC.",2
TOWN OF WESTLAKE,2,2,TOWN OF WESTLAKE,2
LEIDOS ENGINEERING LLC,2,2,LEIDOS ENGINEERING LLC,2
"STANLEY BLACK AND DECKER, INC.",2,2,"STANLEY BLACK AND DECKER, INC.",2
BESHTON SOFTWARE INC.,2,2,BESHTON SOFTWARE INC.,2
"TILT.COM, INC.",2,2,"TILT.COM, INC.",2
LEIDOS INNOVATIONS CORPORATION,2,2,LEIDOS INNOVATIONS CORPORATION,2
"VISION TECHNOLOGY SERVICES, LLC.",2,2,"VISION TECHNOLOGY SERVICES, LLC.",2
CTD OIL PRODUCTS LLC,2,2,CTD OIL PRODUCTS LLC,2
TILLARI LLC,2,2,TILLARI LLC,2
"AMI MONITORING, INC.",2,2,"AMI MONITORING, INC.",2
